COLLEGIOUNINOMINALE;CODICE_REGIONE;LISTA;VOTI_LISTA;VOTANTI;VOTI_PERC
Piemonte - U01;1;AZIONE-IV;37999.50700007493;296463.66365813976;0.13216647655232155
Piemonte - U02;1;AZIONE-IV;20333.9772593179;284903.5752418574;0.07536197841077542
Piemonte - U03;1;AZIONE-IV;15088.760486969213;256385.53065121174;0.06284238351563932
Piemonte - U04;1;AZIONE-IV;14219.342205029354;254088.0948550552;0.05995279533499583
Piemonte - U05;1;AZIONE-IV;21153.110752938377;283925.23061427474;0.07849294127933475
Valle d'aosta/Vallée d'Aoste - U01;2;AZIONE-IV;100.0;61938.0;0.0003530999259395938
Lombardia - U01;3;AZIONE-IV;15545.389948966855;298723.4623938352;0.05602994317608976
Lombardia - U02;3;AZIONE-IV;12026.03695509745;250741.36705390736;0.05195246078252405
Lombardia - U03;3;AZIONE-IV;38850.9743740397;263094.2421939671;0.15165996335743356
Lombardia - U04;3;AZIONE-IV;17044.04218994898;288145.1839722791;0.06314142594289791
Lombardia - U05;3;AZIONE-IV;16638.22927024482;299906.14369349927;0.059468663312193734
Lombardia - U06;3;AZIONE-IV;18152.40669816753;300600.95131127536;0.06437759923049319
Lombardia - U07;3;AZIONE-IV;16738.09017226094;313084.5897071101;0.05745242061385175
Lombardia - U08;3;AZIONE-IV;10286.761337726703;279591.9773825258;0.040782590096652645
Lombardia - U09;3;AZIONE-IV;10993.346554123455;268964.2204530053;0.0448634382974924
Lombardia - U10;3;AZIONE-IV;13988.345619125968;274274.2146000862;0.054991857520669304
Lombardia - U11;3;AZIONE-IV;10033.93209796302;270597.8844897002;0.04107114318023669
Trentino-Alto Adige/Südtirol - U01;4;AZIONE-IV;7995.19352025364;116335.0;0.07271614976343353
Trentino-Alto Adige/Südtirol - U02;4;AZIONE-IV;5731.894870533078;91603.0;0.06656376467737524
Trentino-Alto Adige/Südtirol - U03;4;AZIONE-IV;2938.2515287921474;62210.0;0.051221719628865736
Trentino-Alto Adige/Südtirol - U04;4;AZIONE-IV;4124.779088370979;82745.99506795406;0.05383922805279811
Trentino-Alto Adige/Südtirol - U05;4;AZIONE-IV;1039.7923570688854;59498.99645358324;0.0214663390583075
Trentino-Alto Adige/Südtirol - U06;4;AZIONE-IV;790.7678107448831;73674.0;0.014723878700181723
Veneto - U01;5;AZIONE-IV;12188.165287695816;269099.3828214382;0.04928297372601355
Veneto - U02;5;AZIONE-IV;15416.221281291446;305628.9473797679;0.054431514847014466
Veneto - U03;5;AZIONE-IV;19409.054259123008;328526.3079433441;0.06306969017225883
Veneto - U04;5;AZIONE-IV;14122.445784491889;307569.2965750694;0.04990684800806898
Veneto - U05;5;AZIONE-IV;10858.496746517498;233000.03237456083;0.05059352635941738
Friuli-Venezia Giulia - U01;6;AZIONE-IV;19214.358684386738;326791.5909515619;0.06278752265028653
Liguria - U01;7;AZIONE-IV;14896.322080402664;259929.9117666781;0.06129953776262606
Liguria - U02;7;AZIONE-IV;20113.848289701036;275647.6439447701;0.07695996100690924
Emilia-Romagna - U01;8;AZIONE-IV;12791.546202793077;244450.76805799454;0.056318241471716365
Emilia-Romagna - U02;8;AZIONE-IV;15962.847008720137;263189.1880475879;0.06464214877914257
Emilia-Romagna - U03;8;AZIONE-IV;24088.869993825167;330507.8663889915;0.07687494993970106
Emilia-Romagna - U04;8;AZIONE-IV;16273.062003190516;304800.97532220185;0.05737968270180464
Emilia-Romagna - U05;8;AZIONE-IV;13399.040927827438;294932.2866081353;0.049421448298051625
Toscana - U01;9;AZIONE-IV;23459.34701410008;282921.3234894583;0.05302256913005205
Toscana - U02;9;AZIONE-IV;23252.28138102828;278415.62731820345;0.04836389325908711
Toscana - U03;9;AZIONE-IV;23540.257652676893;279701.10023709945;0.04608979342388519
Toscana - U04;9;AZIONE-IV;23818.096623786016;281462.0382459685;0.05880016742317697
Umbria - U01;10;AZIONE-IV;7515.147406204719;226668.74754288793;0.037145300220715396
Marche - U01;11;AZIONE-IV;8907.027518602428;267559.98650819063;0.0372803764416939
Marche - U02;11;AZIONE-IV;9814.361058566366;258205.0538301207;0.04200049201346393
Lazio - U01;12;AZIONE-IV;19607.401318300774;277045.6394928852;0.03875809525551469
Lazio - U02;12;AZIONE-IV;19946.646780090086;282989.0165227194;0.092991755286049
Lazio - U03;12;AZIONE-IV;19004.585730500447;269978.09016599134;0.08062716507030362
Lazio - U04;12;AZIONE-IV;20395.803840003486;288765.1309056971;0.059602314154797026
Lazio - U05;12;AZIONE-IV;19376.939554783516;272129.6387881413;0.03678653377765022
Lazio - U06;12;AZIONE-IV;18960.736866294745;263396.61430072784;0.02197599925889478
Abruzzo - U01;13;AZIONE-IV;9768.688700544715;326782.35374599695;0.03388410496026219
Molise - U01;14;AZIONE-IV;2283.5333013083073;149550.0;0.019259905938695317
Campania - U01;15;AZIONE-IV;4166.530278742941;254987.3588103056;0.020330686967553503
Campania - U02;15;AZIONE-IV;4118.9374935199885;237570.71353250742;0.021328275058787243
Campania - U03;15;AZIONE-IV;4640.618651263204;234154.760910701;0.023809138691252327
Campania - U04;15;AZIONE-IV;6792.5261626951315;191402.93359225988;0.039478641017753634
Campania - U05;15;AZIONE-IV;3241.5712814304384;254727.94505777955;0.016716163484815253
Campania - U06;15;AZIONE-IV;5245.441299382971;239903.60182176347;0.025855330110824432
Campania - U07;15;AZIONE-IV;3253.5359723540896;224599.40623291582;0.0184764934129988
Puglia - U01;16;AZIONE-IV;2880.073623906835;202591.9978326559;0.018206669770588622
Puglia - U02;16;AZIONE-IV;4277.303211350204;236896.74676036835;0.022046101604741505
Puglia - U03;16;AZIONE-IV;6097.7105284383215;245213.39931461215;0.028857497352537377
Puglia - U04;16;AZIONE-IV;4983.722968154977;242377.92115074396;0.024552328598465567
Puglia - U05;16;AZIONE-IV;4858.620819102877;254685.83316797018;0.023067460757616495
Basilicata - U01;17;AZIONE-IV;7151.604734138791;276215.0;0.02988198480360693
Calabria - U01;18;AZIONE-IV;2508.7181194958193;202176.98605054617;0.0163990671782292
Calabria - U02;18;AZIONE-IV;2766.1695413410043;205483.29352986813;0.017452315937275968
Sicilia - U01;19;AZIONE-IV;5848.550703687848;232841.1329860687;0.029108744899035137
Sicilia - U02;19;AZIONE-IV;3646.2252363064335;239444.15840884298;0.01921841551245992
Sicilia - U03;19;AZIONE-IV;2990.6825779256233;213472.043840006;0.01800025789636881
Sicilia - U04;19;AZIONE-IV;3860.1420089965623;247416.922534734;0.01959231286808784
Sicilia - U05;19;AZIONE-IV;4520.893677149329;274350.733809188;0.020469061132407963
Sicilia - U06;19;AZIONE-IV;4275.722169290359;219474.65565258265;0.023472164001895477
Sardegna - U01;20;AZIONE-IV;8646.06556504801;268314.06698548794;0.03621421852223972
Sardegna - U02;20;AZIONE-IV;5538.333404828513;239644.55647927523;0.02710115885496616
Piemonte - U01;1;FDI;62864.84106999744;296463.66365813976;0.21146072533373256
Piemonte - U02;1;FDI;59627.78457891656;284903.5752418574;0.20870277253020872
Piemonte - U03;1;FDI;68289.53984404748;256385.53065121174;0.26576655589834175
Piemonte - U04;1;FDI;58175.5641647826;254088.0948550552;0.22836991035439966
Piemonte - U05;1;FDI;66984.86504470384;283925.23061427474;0.23533597902374648
Valle d'aosta/Vallée d'Aoste - U01;2;FDI;19838.875646027893;61938.0;0.4927725652706775
Lombardia - U01;3;FDI;80704.29838764694;298723.4623938352;0.26957557504072077
Lombardia - U02;3;FDI;64559.70990535909;250741.36705390736;0.2568869705706821
Lombardia - U03;3;FDI;63877.36208435686;263094.2421939671;0.2422043683195129
Lombardia - U04;3;FDI;66346.66837523645;288145.1839722791;0.22966596835466535
Lombardia - U05;3;FDI;75684.01278865519;299906.14369349927;0.2517706600211288
Lombardia - U06;3;FDI;70770.19881525228;300600.95131127536;0.23484072382892837
Lombardia - U07;3;FDI;86722.58734886885;313084.5897071101;0.27640577599984345
Lombardia - U08;3;FDI;74422.61838609699;279591.9773825258;0.2655946195376758
Lombardia - U09;3;FDI;69955.40810110379;268964.2204530053;0.25950353965003947
Lombardia - U10;3;FDI;69591.70831877641;274274.2146000862;0.25314207357925145
Lombardia - U11;3;FDI;66010.83995578848;270597.8844897002;0.24335607089162578
Trentino-Alto Adige/Südtirol - U01;4;FDI;26393.93287280154;116335.0;0.22629035983615953
Trentino-Alto Adige/Südtirol - U02;4;FDI;19813.73492562686;91603.0;0.21571173156170464
Trentino-Alto Adige/Südtirol - U03;4;FDI;12311.916631549107;62210.0;0.1973206294782431
Trentino-Alto Adige/Südtirol - U04;4;FDI;14666.625723163828;82745.99506795406;0.17666043427056924
Trentino-Alto Adige/Südtirol - U05;4;FDI;4628.057776888165;59498.99645358324;0.07719546135396509
Trentino-Alto Adige/Südtirol - U06;4;FDI;4595.133559471563;73674.0;0.06178283552254166
Veneto - U01;5;FDI;65571.48014245825;269099.3828214382;0.2430817903840443
Veneto - U02;5;FDI;74999.75181966515;305628.9473797679;0.24480645728531752
Veneto - U03;5;FDI;85028.80296307581;328526.3079433441;0.25823052109786915
Veneto - U04;5;FDI;84887.90141296289;307569.2965750694;0.275407684754639
Veneto - U05;5;FDI;68051.47903353766;233000.03237456083;0.29147805882060357
Friuli-Venezia Giulia - U01;6;FDI;109753.06337009765;326791.5909515619;0.3352619948877296
Liguria - U01;7;FDI;59744.80172901213;259929.9117666781;0.22926132534183072
Liguria - U02;7;FDI;68500.4792621168;275647.6439447701;0.2479190655978897
Emilia-Romagna - U01;8;FDI;71990.37220407995;244450.76805799454;0.29391011541247025
Emilia-Romagna - U02;8;FDI;51848.22495369782;263189.1880475879;0.1964114944539072
Emilia-Romagna - U03;8;FDI;65905.94312876814;330507.8663889915;0.19881975808794575
Emilia-Romagna - U04;8;FDI;58538.941507236326;304800.97532220185;0.19146794593440733
Emilia-Romagna - U05;8;FDI;56136.567701503525;294932.2866081353;0.18974880501851335
Toscana - U01;9;FDI;73043.96704686467;282921.3234894583;0.2575893320884416
Toscana - U02;9;FDI;63772.76237212257;278415.62731820345;0.22846763863229586
Toscana - U03;9;FDI;66953.23715609974;279701.10023709945;0.2387859017049837
Toscana - U04;9;FDI;58025.05357362182;281462.0382459685;0.20556754362328677
Umbria - U01;10;FDI;66429.17112951973;226668.74754288793;0.29247884795685836
Marche - U01;11;FDI;77746.90115069831;267559.98650819063;0.2899891253091676
Marche - U02;11;FDI;68650.91202808228;258205.0538301207;0.2652891573713985
Lazio - U01;12;FDI;77145.30135231938;277045.6394928852;0.2778686791950359
Lazio - U02;12;FDI;95978.68884664543;282989.0165227194;0.33857213930841124
Lazio - U03;12;FDI;92400.48257197751;269978.09016599134;0.34166344819568184
Lazio - U04;12;FDI;88517.18745381942;288765.1309056971;0.30594863295723596
Lazio - U05;12;FDI;72074.06743846812;272129.6387881413;0.2642636229572852
Lazio - U06;12;FDI;54476.54919737848;263396.61430072784;0.20623493624042855
Abruzzo - U01;13;FDI;93185.27137043071;326782.35374599695;0.2845717128353107
Molise - U01;14;FDI;26141.604234006663;149550.0;0.1742134326425327
Campania - U01;15;FDI;54647.33562558745;254987.3588103056;0.21372556699079573
Campania - U02;15;FDI;48281.16558545297;237570.71353250742;0.20264027450874145
Campania - U03;15;FDI;62406.23244125958;234154.760910701;0.26592870006531044
Campania - U04;15;FDI;35162.78330429548;191402.93359225988;0.18312245142326827
Campania - U05;15;FDI;36387.30256854282;254727.94505777955;0.14225937163643734
Campania - U06;15;FDI;58742.49134748435;239903.60182176347;0.24427039612780224
Campania - U07;15;FDI;38494.966556591164;224599.40623291582;0.17080555858975655
Puglia - U01;16;FDI;39885.10701245379;202591.9978326559;0.19628571529594244
Puglia - U02;16;FDI;56271.40006082388;236896.74676036835;0.2369472201124389
Puglia - U03;16;FDI;59074.164385608376;245213.39931461215;0.24032086793286803
Puglia - U04;16;FDI;58795.50362706044;242377.92115074396;0.2419894688586697
Puglia - U05;16;FDI;64359.09726541492;254685.83316797018;0.25211161561762757
Basilicata - U01;17;FDI;63442.650661858934;276215.0;0.22909742021906196
Calabria - U01;18;FDI;41448.299995399495;202176.98605054617;0.20442164641856017
Calabria - U02;18;FDI;58897.823154042046;205483.29352986813;0.286042379852493
Sicilia - U01;19;FDI;46801.984608494175;232841.1329860687;0.2004156035667926
Sicilia - U02;19;FDI;49190.97479933482;239444.15840884298;0.2048498569919958
Sicilia - U03;19;FDI;46526.07856621687;213472.043840006;0.21736094723951704
Sicilia - U04;19;FDI;64006.150292699946;247416.922534734;0.258109210141324
Sicilia - U05;19;FDI;61174.27131298826;274350.733809188;0.2223900061844336
Sicilia - U06;19;FDI;54051.75506553366;219474.65565258265;0.24568955561304423
Sardegna - U01;20;FDI;71914.92595946298;268314.06698548794;0.26743684525694517
Sardegna - U02;20;FDI;62667.79132817728;239644.55647927523;0.26091475289082167
Piemonte - U01;1;FI;29104.32253884861;296463.66365813976;0.09817163486318374
Piemonte - U02;1;FI;30083.41594441262;284903.5752418574;0.1055915704773958
Piemonte - U03;1;FI;31565.32758344399;256385.53065121174;0.12311664977063635
Piemonte - U04;1;FI;30619.174666325238;254088.0948550552;0.1205061365971986
Piemonte - U05;1;FI;32614.344792080083;283925.23061427474;0.11486948420018418
Valle d'aosta/Vallée d'Aoste - U01;2;FI;7.811624183388744;61938.0;0.0001261200585002542
Lombardia - U01;3;FI;35459.17038437936;298723.4623938352;0.11870232789960838
Lombardia - U02;3;FI;30334.116459200373;250741.36705390736;0.12097771028216012
Lombardia - U03;3;FI;30931.664761421984;263094.2421939671;0.1175687635863103
Lombardia - U04;3;FI;30689.257931598957;288145.1839722791;0.10650623240869925
Lombardia - U05;3;FI;31888.824070439652;299906.14369349927;0.10632934583370747
Lombardia - U06;3;FI;33473.54162513465;300600.95131127536;0.11135540815528708
Lombardia - U07;3;FI;31795.859893128927;313084.5897071101;0.1015567707208901
Lombardia - U08;3;FI;29160.98603336415;279591.9773825258;0.10429836473264516
Lombardia - U09;3;FI;28430.84539710913;268964.2204530053;0.1057049348393784
Lombardia - U10;3;FI;33917.38902002173;274274.2146000862;0.12366233212799825
Lombardia - U11;3;FI;27065.627860331184;270597.8844897002;0.10002157966375892
Trentino-Alto Adige/Südtirol - U01;4;FI;7967.075504638187;116335.0;0.0684839085798615
Trentino-Alto Adige/Südtirol - U02;4;FI;6300.074903903016;91603.0;0.06877585782019166
Trentino-Alto Adige/Südtirol - U03;4;FI;4796.337248600681;62210.0;0.07709913596850476
Trentino-Alto Adige/Südtirol - U04;4;FI;4772.902091563357;82745.99506795406;0.05768136678571179
Trentino-Alto Adige/Südtirol - U05;4;FI;1991.9640480338117;59498.99645358324;0.033478952028842976
Trentino-Alto Adige/Südtirol - U06;4;FI;1999.7757909475185;73674.0;0.027143575629767876
Veneto - U01;5;FI;24064.21877957679;269099.3828214382;0.089425024046022
Veneto - U02;5;FI;25164.97185527316;305628.9473797679;0.08233831275151994
Veneto - U03;5;FI;28786.834225720948;328526.3079433441;0.08762413703162357
Veneto - U04;5;FI;24860.69415100341;307569.2965750694;0.08082957053203645
Veneto - U05;5;FI;21865.526223987155;233000.03237456083;0.09384344714955693
Friuli-Venezia Giulia - U01;6;FI;31245.656025112483;326791.5909515619;0.09561340282389277
Liguria - U01;7;FI;29396.33386594162;259929.9117666781;0.11309330913915273
Liguria - U02;7;FI;29812.143876123697;275647.6439447701;0.10815308794040329
Emilia-Romagna - U01;8;FI;23866.605173240077;244450.76805799454;0.09763358635706092
Emilia-Romagna - U02;8;FI;19934.871692094872;263189.1880475879;0.07574350542276227
Emilia-Romagna - U03;8;FI;25426.533848801777;330507.8663889915;0.07693170551915396
Emilia-Romagna - U04;8;FI;23708.890506354885;304800.97532220185;0.07778482493795327
Emilia-Romagna - U05;8;FI;25570.753873769656;294932.2866081353;0.08670042255409116
Toscana - U01;9;FI;22911.76577942097;282921.3234894583;0.08098281704904674
Toscana - U02;9;FI;21230.867129581522;278415.62731820345;0.07625601814842309
Toscana - U03;9;FI;28316.592154031994;279701.10023709945;0.10123875855342843
Toscana - U04;9;FI;17759.16968998575;281462.0382459685;0.06309614540084472
Umbria - U01;10;FI;20856.87731516107;226668.74754288793;0.09201479048722738
Marche - U01;11;FI;21479.104035349766;267559.98650819063;0.08027771385274846
Marche - U02;11;FI;19240.167088859987;258205.0538301207;0.07451506778608041
Lazio - U01;12;FI;30916.069336490662;277045.6394928852;0.11159197233019297
Lazio - U02;12;FI;25627.108780745544;282989.0165227194;0.09055866936336769
Lazio - U03;12;FI;23924.48167652529;269978.09016599134;0.08861638239538526
Lazio - U04;12;FI;26611.151057305822;288765.1309056971;0.0921550014499372
Lazio - U05;12;FI;30665.045101169657;272129.6387881413;0.11268542903936694
Lazio - U06;12;FI;40235.732874995934;263396.61430072784;0.15275721361041333
Abruzzo - U01;13;FI;41207.05252954626;326782.35374599695;0.1260993810013863
Molise - U01;14;FI;18781.488024121532;149550.0;0.12558668020141445
Campania - U01;15;FI;42117.2408767824;254987.3588103056;0.16517383870827476
Campania - U02;15;FI;35236.97729472676;237570.71353250742;0.14832205860216519
Campania - U03;15;FI;43060.23443799157;234154.760910701;0.18389647201926138
Campania - U04;15;FI;25941.325156476123;191402.93359225988;0.13553253688231434
Campania - U05;15;FI;41607.000824401795;254727.94505777955;0.16333897254564725
Campania - U06;15;FI;39343.70126485248;239903.60182176347;0.16399795987257795
Campania - U07;15;FI;36285.06337433453;224599.40623291582;0.16155458281446172
Puglia - U01;16;FI;32311.138113581233;202591.9978326559;0.1594887185044235
Puglia - U02;16;FI;37653.254399207784;236896.74676036835;0.15894373778503482
Puglia - U03;16;FI;37747.78746182207;245213.39931461215;0.15393851872422004
Puglia - U04;16;FI;39410.42639435474;242377.92115074396;0.16259907753662065
Puglia - U05;16;FI;34696.26027297201;254685.83316797018;0.13623160676585086
Basilicata - U01;17;FI;27812.506742537265;276215.0;0.10069151473503346
Calabria - U01;18;FI;28295.98148632987;202176.98605054617;0.13995649079097264
Calabria - U02;18;FI;39229.56317757671;205483.29352986813;0.190913638299624
Sicilia - U01;19;FI;40778.471725547475;232841.1329860687;0.1751343124068518
Sicilia - U02;19;FI;42296.6659399619;239444.15840884298;0.17664521958285465
Sicilia - U03;19;FI;32367.989131858132;213472.043840006;0.1516263607618684
Sicilia - U04;19;FI;42600.543826478985;247416.922534734;0.1721812048668516
Sicilia - U05;19;FI;41671.684667052825;274350.733809188;0.151892010961544
Sicilia - U06;19;FI;36018.350392097076;219474.65565258265;0.16411166148091522
Sardegna - U01;20;FI;29236.20903469474;268314.06698548794;0.1089626398017962
Sardegna - U02;20;FI;26700.58487728366;239644.55647927523;0.1114174478634267
Piemonte - U01;1;LEGA;35955.69509871879;296463.66365813976;0.12128196304077342
Piemonte - U02;1;LEGA;44273.20521529579;284903.5752418574;0.15539715560856632
Piemonte - U03;1;LEGA;47339.87348669542;256385.53065121174;0.1846433118376592
Piemonte - U04;1;LEGA;46813.89843003635;254088.0948550552;0.1842427857816061
Piemonte - U05;1;LEGA;55915.052212121904;283925.23061427474;0.19693583444891177
Valle d'aosta/Vallée d'Aoste - U01;2;LEGA;7872.714466829018;61938.0;0.1271063719659824
Lombardia - U01;3;LEGA;61716.8828427811;298723.4623938352;0.20660206047496177
Lombardia - U02;3;LEGA;63277.78762704558;250741.36705390736;0.25236277671502594
Lombardia - U03;3;LEGA;35538.58814962792;263094.2421939671;0.13507930790605055
Lombardia - U04;3;LEGA;50635.356321291685;288145.1839722791;0.17572862271459322
Lombardia - U05;3;LEGA;54493.574261360955;299906.14369349927;0.18170209382923738
Lombardia - U06;3;LEGA;54953.228248706175;300600.95131127536;0.18281122534373334
Lombardia - U07;3;LEGA;76990.11960872212;313084.5897071101;0.245908365150601
Lombardia - U08;3;LEGA;73850.01526475021;279591.9773825258;0.2641349582206065
Lombardia - U09;3;LEGA;65660.47925759836;268964.2204530053;0.24412347169080384
Lombardia - U10;3;LEGA;56955.904826363636;274274.2146000862;0.20766044270479422
Lombardia - U11;3;LEGA;54695.172211911726;270597.8844897002;0.2021271242199737
Trentino-Alto Adige/Südtirol - U01;4;LEGA;21395.26773269006;116335.0;0.18391084138642763
Trentino-Alto Adige/Südtirol - U02;4;LEGA;16587.50317279454;91603.0;0.18108034859987707
Trentino-Alto Adige/Südtirol - U03;4;LEGA;14212.95398019135;62210.0;0.2284673521972569
Trentino-Alto Adige/Südtirol - U04;4;LEGA;8822.819794451141;82745.99506795406;0.10662533923491423
Trentino-Alto Adige/Südtirol - U05;4;LEGA;3460.5886592410084;59498.99645358324;0.058162134918371376
Trentino-Alto Adige/Südtirol - U06;4;LEGA;3627.2866545640813;73674.0;0.049234284205609595
Veneto - U01;5;LEGA;54682.96960001194;269099.3828214382;0.2032073393356573
Veneto - U02;5;LEGA;78752.20254862336;305628.9473797679;0.25767259032164774
Veneto - U03;5;LEGA;73499.27844391786;328526.3079433441;0.22372417875463768
Veneto - U04;5;LEGA;78585.94988339534;307569.2965750694;0.25550648507015267
Veneto - U05;5;LEGA;52772.470169392844;233000.03237456083;0.22649125681046298
Friuli-Venezia Giulia - U01;6;LEGA;63515.76650536686;326791.5909515619;0.19436169186734478
Liguria - U01;7;LEGA;43043.24055162125;259929.9117666781;0.16559556481617368
Liguria - U02;7;LEGA;40993.53867097514;275647.6439447701;0.14871717415871974
Emilia-Romagna - U01;8;LEGA;46702.3510363161;244450.76805799454;0.1910501300827831
Emilia-Romagna - U02;8;LEGA;35405.17780094;263189.1880475879;0.13452367881669328
Emilia-Romagna - U03;8;LEGA;42476.14265803475;330507.8663889915;0.12851779632997423
Emilia-Romagna - U04;8;LEGA;43207.35905755098;304800.97532220185;0.141755973752633
Emilia-Romagna - U05;8;LEGA;41015.92511953118;294932.2866081353;0.13906895576348816
Toscana - U01;9;LEGA;37752.10188240388;282921.3234894583;0.13343674989492452
Toscana - U02;9;LEGA;39016.86238026979;278415.62731820345;0.14013890942866186
Toscana - U03;9;LEGA;41150.035521384976;279701.10023709945;0.14712146461527165
Toscana - U04;9;LEGA;29301.002563752452;281462.0382459685;0.10410285787153445
Umbria - U01;10;LEGA;33169.88611963607;226668.74754288793;0.1463363894634835
Marche - U01;11;LEGA;34477.92551586437;267559.98650819063;0.1288605443804241
Marche - U02;11;LEGA;32911.07517431003;258205.0538301207;0.12746100312956313
Lazio - U01;12;LEGA;34498.53754676406;277045.6394928852;0.12452294001057547
Lazio - U02;12;LEGA;23507.586507296815;282989.0165227194;0.08306890068084864
Lazio - U03;12;LEGA;23225.225004142878;269978.09016599134;0.08602633269189826
Lazio - U04;12;LEGA;25221.4531194824;288765.1309056971;0.0873424469234793
Lazio - U05;12;LEGA;30981.90207918698;272129.6387881413;0.11384978945019307
Lazio - U06;12;LEGA;29809.877812773826;263396.61430072784;0.11317487087643044
Abruzzo - U01;13;LEGA;33878.069547758685;326782.35374599695;0.10367166145725115
Molise - U01;14;LEGA;9105.41957645702;149550.0;0.0608854535369911
Campania - U01;15;LEGA;11527.98075073157;254987.3588103056;0.045210008858939776
Campania - U02;15;LEGA;10916.785105103034;237570.71353250742;0.045951729246329266
Campania - U03;15;LEGA;13116.640261528599;234154.760910701;0.056016970188920726
Campania - U04;15;LEGA;3854.169904373831;191402.93359225988;0.020136420231595075
Campania - U05;15;LEGA;7256.456732920085;254727.94505777955;0.028487085432554776
Campania - U06;15;LEGA;6633.5512098109975;239903.60182176347;0.027650902943672343
Campania - U07;15;LEGA;5374.796363686541;224599.40623291582;0.02393059026216983
Puglia - U01;16;LEGA;10870.095943321701;202591.9978326559;0.05365511007152695
Puglia - U02;16;LEGA;10490.741659485759;236896.74676036835;0.044284025859154634
Puglia - U03;16;LEGA;10648.821545495437;245213.39931461215;0.04342675227071443
Puglia - U04;16;LEGA;11643.271192801476;242377.92115074396;0.04803767248073758
Puglia - U05;16;LEGA;13802.561942725768;254685.83316797018;0.05419446292335669
Basilicata - U01;17;LEGA;14478.382648602224;276215.0;0.05241707600456972
Calabria - U01;18;LEGA;7453.698538812426;202176.98605054617;0.036867195838743635
Calabria - U02;18;LEGA;9570.364372353097;205483.29352986813;0.04657490255265931
Sicilia - U01;19;LEGA;8927.406106144554;232841.1329860687;0.03834118994206533
Sicilia - U02;19;LEGA;9391.545728664878;239444.15840884298;0.03922227959568395
Sicilia - U03;19;LEGA;8781.560791027845;213472.043840006;0.04113681882209124
Sicilia - U04;19;LEGA;9274.838832848845;247416.922534734;0.03748667931776891
Sicilia - U05;19;LEGA;10522.000344017686;274350.733809188;0.038352368145425766
Sicilia - U06;19;LEGA;9797.029413330489;219474.65565258265;0.04463854554959956
Sardegna - U01;20;LEGA;22418.418045033264;268314.06698548794;0.08355289864934956
Sardegna - U02;20;LEGA;20063.344673059895;239644.55647927523;0.08372126188810385
Piemonte - U01;1;M5S;23031.78032816466;296463.66365813976;0.07768837517545903
Piemonte - U02;1;M5S;26556.49875140145;284903.5752418574;0.09321223410010697
Piemonte - U03;1;M5S;19546.380897476985;256385.53065121174;0.07623823718846282
Piemonte - U04;1;M5S;20731.85376713963;254088.0948550552;0.08159317255287436
Piemonte - U05;1;M5S;21263.504572343696;283925.23061427474;0.07489121176846424
Valle d'aosta/Vallée d'Aoste - U01;2;M5S;4590.552713729805;61938.0;0.0741152880901838
Lombardia - U01;3;M5S;21436.692873236752;298723.4623938352;0.07176099493977726
Lombardia - U02;3;M5S;14626.07832306193;250741.36705390736;0.05833133357655118
Lombardia - U03;3;M5S;15781.829859780633;263094.2421939671;0.0599854627306721
Lombardia - U04;3;M5S;23424.832180716458;288145.1839722791;0.08129524102325457
Lombardia - U05;3;M5S;24143.105758682545;299906.14369349927;0.08050220466092395
Lombardia - U06;3;M5S;22370.154316916593;300600.95131127536;0.07441810885605638
Lombardia - U07;3;M5S;16434.217993839633;313084.5897071101;0.05249130277927063
Lombardia - U08;3;M5S;15621.14479547084;279591.9773825258;0.055871219702769426
Lombardia - U09;3;M5S;16347.591251931824;268964.2204530053;0.06077979897994705
Lombardia - U10;3;M5S;18956.453049846346;274274.2146000862;0.0691149661206263
Lombardia - U11;3;M5S;19632.609179736155;270597.8844897002;0.07255270756000103
Trentino-Alto Adige/Südtirol - U01;4;M5S;8054.988453928991;116335.0;0.06923959645789307
Trentino-Alto Adige/Südtirol - U02;4;M5S;7600.333073335946;91603.0;0.08297035111662224
Trentino-Alto Adige/Südtirol - U03;4;M5S;4398.934281937074;62210.0;0.07071104777265833
Trentino-Alto Adige/Südtirol - U04;4;M5S;5294.534922940137;82745.99506795406;0.06398539190437036
Trentino-Alto Adige/Südtirol - U05;4;M5S;2097.599979406431;59498.99645358324;0.03525437577830115
Trentino-Alto Adige/Südtirol - U06;4;M5S;2157.221812827885;73674.0;0.029280639205525493
Veneto - U01;5;M5S;23259.449488785747;269099.3828214382;0.08643442153198706
Veneto - U02;5;M5S;22361.299979258474;305628.9473797679;0.07316486272313992
Veneto - U03;5;M5S;25113.444046394372;328526.3079433441;0.07644271840392551
Veneto - U04;5;M5S;22804.645942085357;307569.2965750694;0.07414474135105795
Veneto - U05;5;M5S;16976.486823546544;233000.03237456083;0.07286044834644433
Friuli-Venezia Giulia - U01;6;M5S;24390.05497631997;326791.5909515619;0.07463489163016787
Liguria - U01;7;M5S;23769.481110059645;259929.9117666781;0.09144573223029422
Liguria - U02;7;M5S;23672.963478540933;275647.6439447701;0.08588124730456302
Emilia-Romagna - U01;8;M5S;18639.12893644465;244450.76805799454;0.07624900950207947
Emilia-Romagna - U02;8;M5S;22783.579890889003;263189.1880475879;0.08656730947005865
Emilia-Romagna - U03;8;M5S;26416.399337023384;330507.8663889915;0.07992668866142079
Emilia-Romagna - U04;8;M5S;25469.938773741924;304800.97532220185;0.08356252386272034
Emilia-Romagna - U05;8;M5S;27972.985204497698;294932.2866081353;0.09484544919174712
